-6.369415958200000283e+00,-3.008074895000000026e+00,1.893710899510000090e+01
-6.641397464099999759e+00,-3.568164977899999979e+00,1.961253990040000161e+01
-6.690299694500000172e+00,-3.354277091800000221e+00,1.952867709919999939e+01
-6.507488163699999717e+00,-3.109114476699999852e+00,1.916036562129999865e+01
-6.223008385199999992e+00,-3.736047428000000004e+00,1.924534783109999836e+01
-6.438998570699999924e+00,-3.468059181400000135e+00,1.931657520779999970e+01
-6.205500962300000367e+00,-3.541342682499999839e+00,1.909833036579999899e+01
-5.929233895000000309e+00,-3.842538029199999983e+00,1.898008891059999925e+01
-6.590963556100000176e+00,-3.899868026100000051e+00,1.977156447910000026e+01
-7.073334784100000050e+00,-3.697918576899999810e+00,2.018943398360000074e+01
-6.960215068400000149e+00,-3.606626742300000021e+00,2.000094507520000064e+01
-6.833987274500000098e+00,-3.544468236400000194e+00,1.981653397839999897e+01
-6.290073160000000385e+00,-3.869669272599999932e+00,1.940897882390000007e+01
-6.408988842900000371e+00,-3.779441104900000070e+00,1.948559676480000036e+01
-6.680775659600000083e+00,-3.678961667299999849e+00,1.972972594570000027e+01
-7.403335662099999936e+00,-4.032423887500000248e+00,2.078379869080000120e+01
-7.549139092399999917e+00,-4.216174559599999760e+00,2.106985657679999946e+01
-7.703774893300000315e+00,-4.402442029600000417e+00,2.136762160460000004e+01
-6.898612741700000051e+00,-3.999907821499999905e+00,2.018743276909999906e+01
-7.473819740699999770e+00,-4.375411426800000392e+00,2.108794142489999857e+01
-6.534006721599999956e+00,-4.045197456600000407e+00,1.980150805470000108e+01
-6.987457206100000207e+00,-4.031284402499999864e+00,2.030914916560000094e+01
-6.074779855300000087e+00,-4.079977033699999645e+00,1.930090148989999932e+01
-7.207757121700000269e+00,-4.231323721699999929e+00,2.069072753580000068e+01
-7.321143430600000279e+00,-4.356652853399999969e+00,2.090172507879999841e+01
-6.704170587800000192e+00,-4.245595665599999791e+00,2.012619308180000033e+01
-5.938267678399999916e+00,-4.066611447999999740e+00,1.913661399809999963e+01
-6.801523109999999761e+00,-4.246620313100000210e+00,2.023779750179999937e+01
-7.666686491700000161e+00,-4.383036810100000125e+00,2.131269496219999837e+01
-7.448715502899999841e+00,-4.188223259799999987e+00,2.093718066330000127e+01
-7.040514962599999649e+00,-4.289678973400000039e+00,2.053823109329999852e+01
-7.186499534600000239e+00,-3.975776926600000039e+00,2.049974123009999971e+01
-7.079112779899999985e+00,-4.094500512299999784e+00,2.045484648620000101e+01
-6.598056409799999855e+00,-4.196101492800000443e+00,1.997297031760000152e+01
-6.199737886800000375e+00,-4.113390955299999874e+00,1.946509988660000090e+01
-6.750366286700000273e+00,-4.060283486300000355e+00,2.005790096360000163e+01
-6.939531332399999641e+00,-4.216073763699999866e+00,2.037512453929999978e+01
-6.341701480200000240e+00,-4.024721973000000119e+00,1.956900876030000092e+01
-5.829826819800000060e+00,-4.024934913700000116e+00,1.898585124610000108e+01
-7.204709335399999581e+00,-4.278585033599999754e+00,2.071809589509999938e+01
-6.424231705300000428e+00,-4.126879681200000149e+00,1.972971966489999929e+01
-7.328632017900000406e+00,-3.943952801400000041e+00,2.064093753150000055e+01
-6.047849914600000432e+00,-3.915882089700000179e+00,1.916311928869999903e+01
-6.461922971399999938e+00,-3.920041569099999901e+00,1.963768513449999986e+01
-6.541135679799999991e+00,-3.729602651099999999e+00,1.960365390380000150e+01
-6.881947439400000199e+00,-3.839560510200000110e+00,2.006378907790000099e+01
-6.836317264699999896e+00,-3.528735743599999974e+00,1.980892069760000140e+01
-7.168400634800000226e+00,-3.796845292400000016e+00,2.036233305409999872e+01
-7.018960563800000330e+00,-3.891462115299999969e+00,2.025379590129999841e+01
-6.807972255400000172e+00,-3.735539965600000123e+00,1.991159889989999954e+01
-7.073495388599999600e+00,-3.680018407699999994e+00,2.017793379709999968e+01
-6.693065048300000264e+00,-3.945312597200000049e+00,1.991757383330000053e+01
-6.080168493599999557e+00,-3.689955350900000042e+00,1.905250102540000157e+01
-6.542665912200000378e+00,-3.561710693599999811e+00,1.949582294349999856e+01
-6.377300341199999778e+00,-3.644515299400000075e+00,1.936142831820000154e+01
-6.633882649900000317e+00,-3.216421197899999918e+00,1.937442260699999963e+01
-6.324038973599999558e+00,-3.471589790199999914e+00,1.918788268060000135e+01
-6.569401606599999610e+00,-3.410362071699999831e+00,1.942751555399999930e+01
-6.384353572800000265e+00,-3.276074296500000038e+00,1.912901443870000051e+01
-6.800345237200000170e+00,-3.363476087900000078e+00,1.966007761570000056e+01
-6.597937444700000320e+00,-3.198600268599999907e+00,1.932183273149999891e+01
-6.262429097900000130e+00,-3.185522072499999968e+00,1.893100016600000046e+01
-5.036091397299999883e+00,-1.789999476700000036e+00,1.596246287770000016e+01
-4.601231726099999975e+00,-2.597791382400000071e+00,1.600316574809999892e+01
-4.984456675599999720e+00,-2.023608513600000158e+00,1.608288384689999972e+01
-4.847478774299999849e+00,-2.315339597199999933e+00,1.612700183879999827e+01
-5.103982199099999839e+00,-1.820494423600000022e+00,1.608757518290000021e+01
-5.180866226100000027e+00,-2.395374532800000011e+00,1.668301686419999896e+01
-4.547465390500000204e+00,-2.775828068600000087e+00,1.607381732130000174e+01
-5.132107743399999755e+00,-2.166924859799999936e+00,1.641968723149999931e+01
-4.954402274199999567e+00,-2.630122189200000182e+00,1.654810717939999876e+01
-5.426577943299999873e+00,-2.319881163999999885e+00,1.697988111069999917e+01
-5.113121253400000121e+00,-2.572415364399999849e+00,1.673235989029999971e+01
-5.138747360300000011e+00,-2.123124504899999820e+00,1.639264083819999840e+01
-5.303855890600000400e+00,-2.461050903599999895e+00,1.691849462829999950e+01
-5.577450197400000143e+00,-2.191486561700000113e+00,1.709326901749999905e+01
-5.038296899399999695e+00,-2.454369012399999939e+00,1.652352390000000071e+01
-4.380746014299999658e+00,-3.168928251500000126e+00,1.615948091359999950e+01
-5.465616221800000396e+00,-2.123307205999999780e+00,1.687204571910000084e+01
-5.366558721199999660e+00,-2.117907027399999809e+00,1.672227392599999973e+01
-4.128689443499999889e+00,-3.366666497000000202e+00,1.595596898460000013e+01
-4.255225135699999939e+00,-3.293310416599999790e+00,1.607989346709999978e+01
-4.863071411900000030e+00,-2.931641303400000176e+00,1.666738680930000172e+01
-5.294557356300000350e+00,-2.908926668099999890e+00,1.728091751979999913e+01
-4.727670335300000026e+00,-3.118652024699999803e+00,1.662589675970000158e+01
